CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,,,
40363590,SNACK TIME GRILL,QUEENS,87-69,LEFFERTS BOULEVARD,11418,7188057835,American ,02/25/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,A,02/25/2014,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363590,SNACK TIME GRILL,QUEENS,87-69,LEFFERTS BOULEVARD,11418,7188057835,American ,02/25/2014,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,7,A,02/25/2014,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363590,SNACK TIME GRILL,QUEENS,87-69,LEFFERTS BOULEVARD,11418,7188057835,American ,08/14/2013,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,11,A,08/14/2013,01/29/2015,Cycle Inspection / Re-inspection,,,
40363590,SNACK TIME GRILL,QUEENS,87-69,LEFFERTS BOULEVARD,11418,7188057835,American ,08/14/2013,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained, anti-siphonage or backflow prevention device not provided where required, equipment or floor not properly drained, sewage disposal system in disrepair or not functioning properly.,Not Critical,11,A,08/14/2013,01/29/2015,Cycle Inspection / Re-inspection
40363590,SNACK TIME GRILL,QUEENS,87-69,LEFFERTS BOULEVARD,11418,7188057835,American ,08/14/2013,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,08/14/2013,01/29/2015,Cycle Inspection / Re-inspection,,,
40363590,SNACK TIME GRILL,QUEENS,87-69,LEFFERTS BOULEVARD,11418,7188057835,American ,08/01/2013,No violations were recorded at the time of this inspection.,,,Not Applicable,0,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363590,SNACK TIME GRILL,QUEENS,87-69,LEFFERTS BOULEVARD,11418,7188057835,American ,08/07/2012,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,7,A,08/07/2012,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363590,SNACK TIME GRILL,QUEENS,87-69,LEFFERTS BOULEVARD,11418,7188057835,American ,03/26/2012,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10,A,03/26/2012,01/29/2015,Cycle Inspection / Re-inspection,,,
40363590,SNACK TIME GRILL,QUEENS,87-69,LEFFERTS BOULEVARD,11418,7188057835,American ,03/26/2012,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,03/26/2012,01/29/2015,Cycle Inspection / Re-inspection,,,
40363590,SNACK TIME GRILL,QUEENS,87-69,LEFFERTS BOULEVARD,11418,7188057835,American ,03/14/2012,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,13,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363590,SNACK TIME GRILL,QUEENS,87-69,LEFFERTS BOULEVARD,11418,7188057835,American ,03/14/2012,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,13,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363590,SNACK TIME GRILL,QUEENS,87-69,LEFFERTS BOULEVARD,11418,7188057835,American ,11/04/2011,No violations were recorded at the time of this inspection.,,,Not Applicable,0,A,11/04/2011,01/29/2015,Cycle Inspection / Re-inspection,,,
40363590,SNACK TIME GRILL,QUEENS,87-69,LEFFERTS BOULEVARD,11418,7188057835,American ,10/05/2011,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,17,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363590,SNACK TIME GRILL,QUEENS,87-69,LEFFERTS BOULEVARD,11418,7188057835,American ,10/05/2011,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained, anti-siphonage or backflow prevention device not provided where required, equipment or floor not properly drained, sewage disposal system in disrepair or not functioning properly.,Not Critical,17,,,01/29/2015,Cycle Inspection / Initial Inspection
40363590,SNACK TIME GRILL,QUEENS,87-69,LEFFERTS BOULEVARD,11418,7188057835,American ,10/05/2011,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,17,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363590,SNACK TIME GRILL,QUEENS,87-69,LEFFERTS BOULEVARD,11418,7188057835,American ,06/29/2011,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained, anti-siphonage or backflow prevention device not provided where required, equipment or floor not properly drained, sewage disposal system in disrepair or not functioning properly.,Not Critical,4,A,06/29/2011,01/29/2015,Cycle Inspection / Re-inspection
40363590,SNACK TIME GRILL,QUEENS,87-69,LEFFERTS BOULEVARD,11418,7188057835,American ,05/03/2011,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,32,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363590,SNACK TIME GRILL,QUEENS,87-69,LEFFERTS BOULEVARD,11418,7188057835,American ,05/03/2011,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,32,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363590,SNACK TIME GRILL,QUEENS,87-69,LEFFERTS BOULEVARD,11418,7188057835,American ,05/03/2011,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,32,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363630,LORENZO & MARIA'S,MANHATTAN,1418,THIRD AVENUE,10028,2127941080,Continental,06/02/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,9,A,06/02/2014,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363630,LORENZO & MARIA'S,MANHATTAN,1418,THIRD AVENUE,10028,2127941080,Continental,06/02/2014,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,9,A,06/02/2014,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363630,LORENZO & MARIA'S,MANHATTAN,1418,THIRD AVENUE,10028,2127941080,Continental,12/27/2013,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,8,A,12/27/2013,01/29/2015,Cycle Inspection / Re-inspection,,,
40363630,LORENZO & MARIA'S,MANHATTAN,1418,THIRD AVENUE,10028,2127941080,Continental,12/27/2013,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,Not Critical,,,,01/29/2015,Administrative Miscellaneous / Re-inspection,,,
40363630,LORENZO & MARIA'S,MANHATTAN,1418,THIRD AVENUE,10028,2127941080,Continental,10/18/2013,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,46,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363630,LORENZO & MARIA'S,MANHATTAN,1418,THIRD AVENUE,10028,2127941080,Continental,10/18/2013,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,46,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363630,LORENZO & MARIA'S,MANHATTAN,1418,THIRD AVENUE,10028,2127941080,Continental,10/18/2013,Violations were cited in the following area(s).,07A,Duties of an officer of the Department interfered with or obstructed.,Critical,46,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363630,LORENZO & MARIA'S,MANHATTAN,1418,THIRD AVENUE,10028,2127941080,Continental,10/18/2013,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,Not Critical,,,,01/29/2015,Administrative Miscellaneous / Initial Inspection,,,
40363630,LORENZO & MARIA'S,MANHATTAN,1418,THIRD AVENUE,10028,2127941080,Continental,03/18/2013,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,26,B,03/18/2013,01/29/2015,Cycle Inspection / Re-inspection,,,
40363630,LORENZO & MARIA'S,MANHATTAN,1418,THIRD AVENUE,10028,2127941080,Continental,03/18/2013,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,26,B,03/18/2013,01/29/2015,Cycle Inspection / Re-inspection,,,
40363630,LORENZO & MARIA'S,MANHATTAN,1418,THIRD AVENUE,10028,2127941080,Continental,03/18/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,26,B,03/18/2013,01/29/2015,Cycle Inspection / Re-inspection,,,
40363630,LORENZO & MARIA'S,MANHATTAN,1418,THIRD AVENUE,10028,2127941080,Continental,03/18/2013,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,26,B,03/18/2013,01/29/2015,Cycle Inspection / Re-inspection,,,
40363630,LORENZO & MARIA'S,MANHATTAN,1418,THIRD AVENUE,10028,2127941080,Continental,02/21/2013,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,22,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363630,LORENZO & MARIA'S,MANHATTAN,1418,THIRD AVENUE,10028,2127941080,Continental,02/21/2013,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,22,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363630,LORENZO & MARIA'S,MANHATTAN,1418,THIRD AVENUE,10028,2127941080,Continental,02/21/2013,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,22,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363630,LORENZO & MARIA'S,MANHATTAN,1418,THIRD AVENUE,10028,2127941080,Continental,02/21/2013,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,22,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363630,LORENZO & MARIA'S,MANHATTAN,1418,THIRD AVENUE,10028,2127941080,Continental,02/21/2013,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,,,,01/29/2015,Trans Fat / Initial Inspection,,,
40363630,LORENZO & MARIA'S,MANHATTAN,1418,THIRD AVENUE,10028,2127941080,Continental,02/01/2012,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,7,A,02/01/2012,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363630,LORENZO & MARIA'S,MANHATTAN,1418,THIRD AVENUE,10028,2127941080,Continental,07/06/2011,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,25,B,07/06/2011,01/29/2015,Cycle Inspection / Re-inspection,,,
40363630,LORENZO & MARIA'S,MANHATTAN,1418,THIRD AVENUE,10028,2127941080,Continental,07/06/2011,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,25,B,07/06/2011,01/29/2015,Cycle Inspection / Re-inspection,,,
40363630,LORENZO & MARIA'S,MANHATTAN,1418,THIRD AVENUE,10028,2127941080,Continental,07/06/2011,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,25,B,07/06/2011,01/29/2015,Cycle Inspection / Re-inspection,,,
40363630,LORENZO & MARIA'S,MANHATTAN,1418,THIRD AVENUE,10028,2127941080,Continental,07/06/2011,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,25,B,07/06/2011,01/29/2015,Cycle Inspection / Re-inspection,,,
40363630,LORENZO & MARIA'S,MANHATTAN,1418,THIRD AVENUE,10028,2127941080,Continental,06/16/2011,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,21,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363630,LORENZO & MARIA'S,MANHATTAN,1418,THIRD AVENUE,10028,2127941080,Continental,06/16/2011,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,21,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363630,LORENZO & MARIA'S,MANHATTAN,1418,THIRD AVENUE,10028,2127941080,Continental,06/16/2011,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,21,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363630,LORENZO & MARIA'S,MANHATTAN,1418,THIRD AVENUE,10028,2127941080,Continental,06/16/2011,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,21,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363630,LORENZO & MARIA'S,MANHATTAN,1418,THIRD AVENUE,10028,2127941080,Continental,06/16/2011,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,21,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363630,LORENZO & MARIA'S,MANHATTAN,1418,THIRD AVENUE,10028,2127941080,Continental,06/16/2011,Violations were cited in the following area(s).,22B,Toilet facility used by women does not have at least one covered garbage receptacle.,Not Critical,,,,01/29/2015,Administrative Miscellaneous / Initial Inspection,,,
40363644,DOMINO'S PIZZA,MANHATTAN,464,3 AVENUE,10016,2125450200,Pizza,08/05/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,08/05/2014,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363644,DOMINO'S PIZZA,MANHATTAN,464,3 AVENUE,10016,2125450200,Pizza,03/06/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,A,03/06/2014,01/29/2015,Cycle Inspection / Re-inspection,,,
40363644,DOMINO'S PIZZA,MANHATTAN,464,3 AVENUE,10016,2125450200,Pizza,03/06/2014,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,03/06/2014,01/29/2015,Cycle Inspection / Re-inspection,,,
40363644,DOMINO'S PIZZA,MANHATTAN,464,3 AVENUE,10016,2125450200,Pizza,03/06/2014,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained, anti-siphonage or backflow prevention device not provided where required, equipment or floor not properly drained, sewage disposal system in disrepair or not functioning properly.,Not Critical,11,A,03/06/2014,01/29/2015,Cycle Inspection / Re-inspection
40363644,DOMINO'S PIZZA,MANHATTAN,464,3 AVENUE,10016,2125450200,Pizza,02/24/2014,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,28,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363644,DOMINO'S PIZZA,MANHATTAN,464,3 AVENUE,10016,2125450200,Pizza,02/24/2014,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,28,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363644,DOMINO'S PIZZA,MANHATTAN,464,3 AVENUE,10016,2125450200,Pizza,02/24/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,28,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363644,DOMINO'S PIZZA,MANHATTAN,464,3 AVENUE,10016,2125450200,Pizza,02/24/2014,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,28,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363644,DOMINO'S PIZZA,MANHATTAN,464,3 AVENUE,10016,2125450200,Pizza,02/24/2014,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained, anti-siphonage or backflow prevention device not provided where required, equipment or floor not properly drained, sewage disposal system in disrepair or not functioning properly.,Not Critical,28,,,01/29/2015,Cycle Inspection / Initial Inspection
40363644,DOMINO'S PIZZA,MANHATTAN,464,3 AVENUE,10016,2125450200,Pizza,07/09/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,07/09/2013,01/29/2015,Cycle Inspection / Re-inspection,,,
40363644,DOMINO'S PIZZA,MANHATTAN,464,3 AVENUE,10016,2125450200,Pizza,07/09/2013,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,07/09/2013,01/29/2015,Cycle Inspection / Re-inspection,,,
40363644,DOMINO'S PIZZA,MANHATTAN,464,3 AVENUE,10016,2125450200,Pizza,07/09/2013,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,07/09/2013,01/29/2015,Cycle Inspection / Re-inspection,,,
40363644,DOMINO'S PIZZA,MANHATTAN,464,3 AVENUE,10016,2125450200,Pizza,06/27/2013,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,18,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363644,DOMINO'S PIZZA,MANHATTAN,464,3 AVENUE,10016,2125450200,Pizza,06/27/2013,Violations were cited in the following area(s).,04D,"Food worker does not wash hands thoroughly after using the toilet, coughing, sneezing, smoking, eating, preparing raw foods or otherwise contaminating hands.",Critical,18,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363644,DOMINO'S PIZZA,MANHATTAN,464,3 AVENUE,10016,2125450200,Pizza,01/30/2013,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained, anti-siphonage or backflow prevention device not provided where required, equipment or floor not properly drained, sewage disposal system in disrepair or not functioning properly.,Not Critical,4,A,01/30/2013,01/29/2015,Cycle Inspection / Re-inspection
40363644,DOMINO'S PIZZA,MANHATTAN,464,3 AVENUE,10016,2125450200,Pizza,01/30/2013,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,01/30/2013,01/29/2015,Cycle Inspection / Re-inspection,,,
40363644,DOMINO'S PIZZA,MANHATTAN,464,3 AVENUE,10016,2125450200,Pizza,12/19/2012,Violations were cited in the following area(s).,04D,"Food worker does not wash hands thoroughly after using the toilet, coughing, sneezing, smoking, eating, preparing raw foods or otherwise contaminating hands.",Critical,17,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363644,DOMINO'S PIZZA,MANHATTAN,464,3 AVENUE,10016,2125450200,Pizza,12/19/2012,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,17,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363644,DOMINO'S PIZZA,MANHATTAN,464,3 AVENUE,10016,2125450200,Pizza,01/05/2012,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,2,A,01/05/2012,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363644,DOMINO'S PIZZA,MANHATTAN,464,3 AVENUE,10016,2125450200,Pizza,09/26/2011,No violations were recorded at the time of this inspection.,,,Not Applicable,0,A,09/26/2011,01/29/2015,Cycle Inspection / Re-inspection,,,
40363644,DOMINO'S PIZZA,MANHATTAN,464,3 AVENUE,10016,2125450200,Pizza,09/13/2011,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,21,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363644,DOMINO'S PIZZA,MANHATTAN,464,3 AVENUE,10016,2125450200,Pizza,09/13/2011,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,21,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363644,DOMINO'S PIZZA,MANHATTAN,464,3 AVENUE,10016,2125450200,Pizza,09/13/2011,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,21,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363644,DOMINO'S PIZZA,MANHATTAN,464,3 AVENUE,10016,2125450200,Pizza,09/13/2011,Violations were cited in the following area(s).,08B,"Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",Not Critical,21,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363644,DOMINO'S PIZZA,MANHATTAN,464,3 AVENUE,10016,2125450200,Pizza,09/13/2011,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained, anti-siphonage or backflow prevention device not provided where required, equipment or floor not properly drained, sewage disposal system in disrepair or not functioning properly.,Not Critical,21,,,01/29/2015,Cycle Inspection / Initial Inspection
40363685,BERKELY,MANHATTAN,437,MADISON AVENUE,10022,2128328121,American ,06/03/2014,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,9,A,06/03/2014,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363685,BERKELY,MANHATTAN,437,MADISON AVENUE,10022,2128328121,American ,06/03/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,06/03/2014,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363685,BERKELY,MANHATTAN,437,MADISON AVENUE,10022,2128328121,American ,06/07/2013,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained, anti-siphonage or backflow prevention device not provided where required, equipment or floor not properly drained, sewage disposal system in disrepair or not functioning properly.,Not Critical,5,A,06/07/2013,01/29/2015,Cycle Inspection / Initial Inspection
40363685,BERKELY,MANHATTAN,437,MADISON AVENUE,10022,2128328121,American ,06/07/2013,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5,A,06/07/2013,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363685,BERKELY,MANHATTAN,437,MADISON AVENUE,10022,2128328121,American ,06/29/2012,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,12,A,06/29/2012,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363685,BERKELY,MANHATTAN,437,MADISON AVENUE,10022,2128328121,American ,06/29/2012,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,12,A,06/29/2012,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363685,BERKELY,MANHATTAN,437,MADISON AVENUE,10022,2128328121,American ,06/29/2012,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,06/29/2012,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363685,BERKELY,MANHATTAN,437,MADISON AVENUE,10022,2128328121,American ,02/06/2012,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,A,02/06/2012,01/29/2015,Cycle Inspection / Re-inspection,,,
40363685,BERKELY,MANHATTAN,437,MADISON AVENUE,10022,2128328121,American ,02/06/2012,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,02/06/2012,01/29/2015,Cycle Inspection / Re-inspection,,,
40363685,BERKELY,MANHATTAN,437,MADISON AVENUE,10022,2128328121,American ,01/24/2012,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,15,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363685,BERKELY,MANHATTAN,437,MADISON AVENUE,10022,2128328121,American ,01/24/2012,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,15,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363685,BERKELY,MANHATTAN,437,MADISON AVENUE,10022,2128328121,American ,01/24/2012,Violations were cited in the following area(s).,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,15,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363685,BERKELY,MANHATTAN,437,MADISON AVENUE,10022,2128328121,American ,01/24/2012,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,15,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363685,BERKELY,MANHATTAN,437,MADISON AVENUE,10022,2128328121,American ,01/24/2012,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,,,01/29/2015,Administrative Miscellaneous / Initial Inspection,,,
